train_loss,train_acc
3.0512728989124298,0.13086000483483076
2.8691439485549926,0.15612000163644552
2.833976459503174,0.13848000358790158
2.6491009855270384,0.18400000102818012
2.3844878017902373,0.25331999897956847
2.3060036134719848,0.26668000031262634
2.1394332313537596,0.29945999965071679
2.0713281446695326,0.31301999814808368
1.9759336537122727,0.34045999795198439
1.9101182436943054,0.35879999846220018
1.8379942345619202,0.38221999958157538
1.7373876476287842,0.42200000032782553
1.6533690160512924,0.45673999607563021
1.5706354117393493,0.4853799995779991
1.5153391778469085,0.50867999926209451
1.4755804699659347,0.526980000436306
1.4067330873012542,0.55210000067949294
1.3661831980943679,0.56953999534249311
1.3494617235660553,0.58163999363780017
1.3070087367296219,0.59809999957680704
1.2782815665006637,0.60917999684810642
1.2622718334197998,0.62005999475717544
1.2149659997224809,0.63603999465703964
1.2210399556159972,0.64001999497413631
1.1717817431688309,0.65775999933481222
1.154287562072277,0.66397999703884125
1.1324957701563836,0.67654000133275982
1.1185084521770476,0.68462000072002416
1.0933155348896981,0.69728000462055206
1.086983337700367,0.70110000431537634
1.063005067706108,0.71018000364303591
1.0629511010646819,0.71518000394105907
1.0417037382721901,0.7215200087428093
1.0204288956522942,0.73338000744581222
1.0111923497915267,0.73780000954866409
1.005562155842781,0.74306000620126722
1.0015518057346344,0.74732000887393957
0.98932952493429183,0.75414000928401947
0.97162254273891446,0.76070001304149626
0.96225172907114032,0.76490000635385513
0.95260689765214923,0.77008000612258909
0.9486146607995033,0.77286000579595571
0.99762481749057774,0.75824000671505931
0.97193564146757128,0.7695400080084801
0.94522226780652996,0.77864000916481013
0.93082540690898896,0.78570000529289241
0.94542142659425732,0.78210001677274699
0.91351434022188183,0.79228000670671461
0.91870780795812612,0.79046001523733134
0.91775223731994626,0.79364000886678698
0.91533021271228787,0.79476001411676411
0.90037675350904467,0.80012001335620875
0.90344882249832148,0.79984000772237773
0.89403071254491806,0.80544001102447504
0.89393854916095739,0.80410000890493394
0.88955409646034245,0.8056200081110001
0.88218955308198932,0.81004000931978226
0.89708200156688689,0.80578000724315646
0.88021706819534307,0.81252000868320462
0.88227433204650874,0.81118001013994212
0.87828154742717746,0.81408001393079754
0.87315845251083379,0.81608001202344893
0.87263522416353223,0.81618001013994212
0.86488329470157621,0.81972000658512112
0.86718928903341297,0.81792000800371167
0.87182496219873429,0.81830001264810559
0.88795626163482666,0.81426000803709031
0.86389602094888684,0.82176001191139225
0.86885836213827128,0.82048000365495677
0.86230427384376529,0.82148001044988628
0.86018758296966558,0.82346001058816909
0.85870421350002291,0.82430000782012935
0.85060954719781878,0.82788000792264937
0.85424341440200802,0.82750000536441803
0.8490045064687729,0.8296200096607208
0.85150108903646471,0.82912000507116312
0.84877470761537555,0.83050000905990595
0.84798093706369404,0.82936000645160679
0.87040891587734226,0.82354000449180598
0.84823217868804934,0.83198000669479366
0.84878306418657301,0.83154001086950302
0.8470649257302284,0.83328001052141187
0.84550457715988159,0.83286001026630396
0.84653627008199694,0.83318000674247739
0.83641754746437069,0.83556001335382457
0.84343962728977206,0.83340000718832019
0.84878064543008802,0.83272000670433044
0.8422836875915527,0.83534000873565672
0.8374211576581001,0.83728000402450564
0.84152649253606793,0.83666001290082936
0.84502704530954365,0.83530000895261769
0.83907467424869542,0.83584001421928411
0.83792305409908296,0.83772000849246975
0.83094431549310688,0.83888000965118403
0.83128356784582136,0.84232001274824142
0.84021901935338972,0.838540007174015
0.83558065891265865,0.83742000967264174
0.84200140208005902,0.83896000444889074
0.83525322198867802,0.8393200090527535
0.83061010330915452,0.8407400116324425
0.83763389527797694,0.83984001159667965
0.75176514804363248,0.86990000814199453
0.72393477797508243,0.87866001307964325
0.71545386552810664,0.88052001655101775
0.71129155218601225,0.88216001361608509
0.70669106036424634,0.88090001463890077
0.70142851769924164,0.88456001490354541
0.69838997632265087,0.88598001271486282
0.69170307278633114,0.88594001412391665
0.69205552518367763,0.88492001682519916
0.6899941685795784,0.88732001811265948
0.68745621442794802,0.88770001739263538
0.6809288641810417,0.8880200156569481
0.68297366172075269,0.88710001349449152
0.67827996313571925,0.88868001818656917
0.67913944721221919,0.88740002214908598
