train_loss,train_acc
3.1031924903392794,0.10910000491887331
3.0191473948955534,0.13504000339657068
2.9194281589984894,0.16240000147372485
2.7189589655399322,0.19946000095456839
2.5014766740798948,0.26249999791383744
2.3692719888687135,0.2970799995958805
2.2456268227100371,0.33962000012397764
2.1421686935424806,0.37041999757289884
2.0547815352678298,0.40125999897718428
1.9420339721441269,0.43986000046133994
1.860221808552742,0.46833999797701836
1.7833463364839555,0.48957999408245084
1.7131027019023894,0.51215999931097034
1.6547607362270356,0.52659999817609782
1.6004071420431136,0.54219999760389326
1.5559435069561005,0.55731999650597575
1.5106465321779252,0.56813999816775318
1.4738262021541595,0.57755999386310575
1.4237933534383773,0.59407999664545064
1.4140718245506287,0.59669999316334721
1.3653576010465622,0.61083999246358867
1.3392772620916367,0.61515999749302863
1.2985487264394759,0.62883999586105344
1.2778355991840362,0.63617999225854871
1.2542165464162827,0.64327999785542489
1.2275763756036759,0.65073999643325808
1.2022617805004119,0.65857999384403232
1.1763298231363297,0.6690599951148033
1.1626434668898582,0.67127999633550639
1.1303507867455482,0.68263999998569491
1.1136451265215874,0.68736000001430508
1.0949786990880965,0.69646000206470493
1.0821404609084129,0.69902000188827518
1.0663158306479454,0.70714000344276429
1.0456182837486268,0.71470000386238097
1.0312609907984733,0.71886000514030457
1.0251382476091384,0.72320000618696212
1.0015090370178223,0.73066000342369075
0.99044667512178419,0.7372800046205521
0.97423010945320132,0.7408200111985207
0.96122729241847993,0.74670000851154328
0.95398619979619981,0.75158001393079754
0.94546261996030811,0.75424000740051267
0.9286559522151947,0.76144000679254531
0.923618426322937,0.76530000954866406
0.92238889247179034,0.76408000648021701
0.9095444706082344,0.77136000901460644
0.9006856864690781,0.77706000804901121
0.89548202246427533,0.77496000856161118
0.88520279586315154,0.78124000698328022
0.87768969833850863,0.78778000831604
0.86991492599248887,0.78860000580549239
0.86419843673706054,0.79168001264333721
0.85893413692712783,0.79564001262187956
0.8522793272137642,0.79602000981569287
0.84447018742561342,0.7992200124263763
0.83976782321929933,0.80338000923395159
0.84155556201934811,0.80262000709772108
0.83117876559495929,0.8090000066161156
0.83217049896717077,0.80784001320600507
0.82120733439922333,0.81348001390695568
0.82093991935253141,0.81508001208305358
0.81402977228164675,0.81472001075744627
0.81175952136516571,0.81778000295162201
0.80864148259162905,0.8210400047898293
0.80675196349620815,0.82168000876903535
0.79967216730117796,0.82428001105785365
0.80232008665800092,0.82396000772714617
0.79726115554571153,0.82508000850677488
0.79146533071994785,0.82646001279354098
0.7963908872008324,0.82824001133441927
0.78826236307621,0.8310000073909759
0.78189012467861174,0.83376001119613652
0.78246462881565093,0.83254000842571263
0.78439246773719784,0.83386000692844386
0.78446745127439499,0.83484000682830806
0.77357354491949082,0.83744001090526576
0.77484467476606367,0.83974001437425616
0.76976063847541809,0.84140001118183139
0.77310855835676195,0.84094000816345216
0.76823097199201584,0.84370000898838038
0.76193713694810872,0.84610001474618912
0.76452037960290908,0.84608001023530965
0.76345328599214557,0.84664000898599623
0.76231480360031123,0.84640001326799397
0.75735656559467313,0.84962001025676726
0.75805333912372586,0.85072001248598095
0.76435950398445129,0.84874001055955883
0.75340831816196441,0.85420001298189163
0.75100663214921948,0.85468001037836072
0.749326485991478,0.85512001037597651
0.74760181814432147,0.85568000853061676
0.74321853131055837,0.8565600126981735
0.75068834096193315,0.8565600109100342
0.74801109105348584,0.85758000552654268
0.74852750509977339,0.85456000924110409
0.74650623321533205,0.85810000985860824
0.74246635109186176,0.86142001092433929
0.7416131007671356,0.86148001641035077
0.74152489513158804,0.86128001004457477
0.73979787945747377,0.86262000799179073
0.67551957845687871,0.88438001781702047
0.6457761999964714,0.89464002132415776
0.64392386257648471,0.89708001852035524
0.64053342342376707,0.89688002318143845
0.63166652828454972,0.90084002375602723
0.63713069975376124,0.89662002176046374
0.63064505875110621,0.89930002331733705
0.62895721197128296,0.89972002148628238
0.62570616960525516,0.90122002542018886
0.62611849725246427,0.9001800209283829
0.62195084571838377,0.90214002251625058
0.62465752065181734,0.90062002211809156
0.61476210862398151,0.9034400188922882
0.61555645495653155,0.90368002742528919
0.61557883083820342,0.90420002728700632
0.6138169971108437,0.90544002354145048
0.61448902070522304,0.90440001994371411
0.61199569165706635,0.90598002672195432
0.6117016309499741,0.90400002658367162
0.60953422307968141,0.90516002595424649
0.60781593531370159,0.90648002445697784
0.60818328291177748,0.90436002105474467
0.60759781837463378,0.90500002533197399
0.60376968264579778,0.90640002399682995
0.6030881024897099,0.90596002936363218
0.60442357748746867,0.90586002677679067
0.5973910084366798,0.90882002323865896
0.60238539218902587,0.90620002627372742
0.59767381772398953,0.90828002840280531
0.59823611795902254,0.90802002727985387
0.59835746109485621,0.90714002370834346
0.59530180916190145,0.90936002582311626
0.59404516488313674,0.90952002763748174
0.59485346525907512,0.90994002521038053
0.59468701362609866,0.90972002804279328
0.59143353164196011,0.90912002533674241
0.59419024541974064,0.90852002173662183
0.59073248699307446,0.91004002720117572
0.59015331834554674,0.90994002819061282
0.5900191569328308,0.91042002946138378
0.5892276695370674,0.90870002746582035
0.58871441692113879,0.90942002743482586
0.58452688306570055,0.91224002748727795
0.58832004129886628,0.91080002576112751
0.58404573351144795,0.91144002705812455
0.58573748648166657,0.91054002702236181
0.58417652338743209,0.91120003104209901
0.58360924288630489,0.91218002885580063
0.58199127316474919,0.91260002553462982
0.57934517562389376,0.91284002989530566
0.58042181193828579,0.91300003141164776
0.58100662857294083,0.91102002769708634
0.58144133999943737,0.911740029156208
0.58263985216617586,0.91114002585411069
0.58101179331541064,0.91268003016710286
0.57775231510400771,0.9115600261092186
0.57919500887393949,0.91240002930164332
0.57574452400207521,0.91266002416610714
